X,Y,id,
-1526949.87124232,-533425.027246831,1
-1527199.54790466,-531050.090030705,1
-1526700.03088111,-530550.100792273,1
-1526700.2184396,-529799.764528709,1
-1527700.32765836,-526800.446708677,1
-1527449.50402234,-525549.941717743,1
-1527699.56450712,-523800.214561558,1
-1526949.86244726,-522549.920796885,1
-1526575.01644391,-519924.988911412,1
-1527450.08035116,-517799.991773826,1
-1528574.87350167,-516549.720968115,1
-1528199.77404956,-514800.098924414,1
-1528228.68668371,-513089.031203382,1
-1528824.61071812,-511424.831126243,1
-1528575.12914674,-509424.718648852,1
-1528200.08968496,-508924.894681883,1
-1528574.84509032,-507675.283643045,1
-1530825.32557972,-503925.029115659,1
-1531325.16424,-502050.007279489,1
-1531700.09472804,-502050.053010993,1
-1531949.68924155,-502299.94386191,1
-1532324.63934961,-502299.954835994,1
-1532825.00057412,-501174.961218068,1
-1533324.86970801,-501050.037201781,1
-1533824.50276635,-502175.099536851,1
-1534574.66573601,-501924.822735787,1
-1534949.731566,-499174.721294331,1
-1535949.55855823,-498299.719627638,1
-1535539.99872046,-499279.861013013,1
-1535989.52303407,-500179.672977034,1
-1536439.93392895,-500630.035999507,1
-1537339.66322588,-501079.905093103,1
-1537790.06121549,-500630.113931398,1
-1537789.71923594,-499729.707757009,1
-1538689.33459433,-498829.892077327,1
-1538690.00424775,-502429.989252919,1
-1539589.70503926,-503330.029384121,1
-1541839.81192199,-503330.362081994,1
-1542289.78211824,-502880.098472106,1
-1543190.10859929,-502879.959485642,1
-1545889.73516488,-501000.148179264,1
-1546339.67316274,-501079.797249988,1
-1547412.64430312,-501850.394063448,1
-1549441.77427829,-499011.440059107,1
-1551289.87710673,-497030.042220749,1
-1552189.65575379,-497930.093641003,1
-1553089.72505547,-497929.628354125,1
-1553539.7633892,-498380.537223622,1
-1548139.55155794,-504230.149346146,1
-1548140.07254925,-504680.004313743,1
-1548589.76765453,-505130.019255763,1
-1549039.88676533,-505130.33329006,1
-1549489.74889151,-504679.951027952,1
-1550390.05160739,-504680.003740255,1
-1551739.76640488,-503779.652098104,1
-1552189.70609837,-503779.966370161,1
-1553539.94700675,-502879.97835994,1
-1553989.8020593,-502880.205308535,1
-1554890.01379349,-501980.112692517,1
-1555789.6736909,-501980.051904964,1
-1556690.32639749,-500629.733112908,1
-1557589.67406855,-500629.703027439,1
-1558040.15082638,-501529.962673769,1
-1558489.87032225,-501529.984111853,1
-1559389.69832939,-501979.962279978,1
-1559839.46608645,-501979.877561755,1
-1560289.8102199,-503330.184785484,1
-1560290.01210678,-505130.159275507,1
-1559839.52016232,-505580.098811192,1
-1558939.44478513,-509179.89412946,1
-1557590.07514869,-511880.111728594,1
-1557590.17018867,-513680.139950279,1
-1558489.99324827,-512780.205292924,1
-1559389.77013809,-513680.168832572,1
-1559839.47895639,-514579.930693887,1
-1560289.40689199,-514580.000744703,1
-1560740.08330309,-513230.346670857,1
-1562990.05662479,-510530.081396748,1
-1563889.84511651,-508279.978079002,1
-1565239.7215412,-506929.701581416,1
-1565689.45319265,-506029.76117084,1
-1565689.65389077,-502430.025913757,1
-1566589.88634528,-502429.93880016,1
-1567489.86029772,-503330.036380284,1
-1567939.63516309,-503329.830095192,1
-1568839.6948854,-503780.068033933,1
-1569739.65834965,-504679.698292517,1
-1570190.32206826,-504679.716179859,1
-1570639.76611691,-505129.702601731,1
-1571089.52646167,-505129.846097006,1
-1571989.61678448,-505579.99305521,1
-1571989.76414834,-506929.734797173,1
-1572439.72130548,-506929.67273027,1
-1573339.40909544,-506930.174876812,1
-1577389.55949249,-503329.980764714,1
-1577839.88544603,-501529.815355638,1
-1578289.84266985,-501079.604330601,1
-1578739.53681752,-501529.705801702,1
-1579189.652008,-501530.094907305,1
-1580089.67650276,-501979.92504305,1
-1580990.14899256,-501980.008864807,1
-1582339.55241992,-498830.05879156,1
-1584590.02180703,-495230.074182969,1
-1584590.25634905,-494329.792156163,1
-1585939.91219784,-492529.862305364,1
-1586389.99386696,-490730.309612305,1
-1587290.33499256,-489829.832616875,1
-1588189.51989498,-488029.989749715,1
-1590439.40514173,-487129.951271121,1
-1593589.98481461,-487129.997541,1
-1594039.49291019,-486680.269059736,1
-1594939.65496117,-486680.216518727,1
-1595389.9973566,-486229.71517902,1
-1595839.44565359,-486230.142200287,1
-1597189.67499595,-484429.730166829,1
-1598090.00720407,-483979.744265283,1
-1599439.82534793,-482629.884461009,1
-1599889.91115116,-482629.958152679,1
-1600339.90079295,-482180.352425861,1
-1601240.13080585,-482179.956692574,1
-1601689.89062592,-481730.185391455,1
-1602589.93540549,-481730.034313457,1
-1603039.59371114,-481279.671585072,1
-1604389.40300154,-481279.716414332,1
-1604839.52052135,-480829.687065579,1
-1605290.17237359,-480830.068352039,1
-1606189.78987222,-480380.377471998,1
-1606189.45117345,-479480.070900174,1
-1606639.64244204,-479030.151664419,1
-1606189.74988358,-478129.90448559,1
-1604839.41490131,-476779.87551688,1
-1603489.60274054,-474529.833511333,1
-1602590.13858265,-474080.307142183,1
-1601239.51984226,-474079.620285947,1
-1600340.21345183,-473629.799934047,1
-1597189.87358689,-473630.217744963,1
-1595390.01447204,-472729.954637196,1
-1594489.56645296,-472729.683660866,1
-1593589.54665114,-472280.019845744,1
-1592689.89330299,-472280.105387554,1
-1592239.38706986,-471830.065215055,1
-1591339.81977254,-471829.973779938,1
-1590439.61874146,-470930.001219557,1
-1589539.77218035,-470479.848456581,1
-1589089.95464594,-470030.056795468,1
-1586840.07948865,-470030.115169173,1
-1586389.5431613,-468229.898525221,1
-1585939.54889997,-468229.779747054,1
-1585039.66397195,-467779.621008081,1
-1583689.47509121,-467780.069889187,1
-1582789.62072612,-467330.046556989,1
-1581889.61982083,-467329.97200756,1
-1581439.94288705,-466429.752754277,1
-1573339.67614595,-466430.051632575,1
-1572440.06317376,-463280.119855265,1
-1572889.39389721,-462380.187988887,1
-1573789.8453292,-462379.893537079,1
-1574689.76820634,-461480.101489718,1
-1575590.06197287,-461479.681656111,1
-1576039.61268924,-461029.896564748,1
-1577839.65472488,-461030.089915522,1
-1578289.80626599,-460580.010794268,1
-1581890.28601983,-460579.888896747,1
-1583689.60153818,-459229.925110667,1
-1584590.07731068,-459229.827300621,1
-1585939.48187913,-458330.083352777,1
-1586390.32507488,-458779.913305011,1
-1586390.00528061,-459229.887522996,1
-1585490.13488389,-460130.156462921,1
-1585039.55429127,-461930.034214073,1
-1585939.58755472,-461929.776003497,1
-1586839.56940245,-461480.01868228,1
-1587289.97031702,-461479.882771941,1
-1587740.14771431,-461030.256871562,1
-1588189.63806662,-461030.070471655,1
-1589989.56542006,-459679.480389917,1
-1590439.55042093,-459680.150296414,1
-1592239.82386619,-458330.134642356,1
-1592689.86149509,-458330.158044318,1
-1594039.96448757,-456979.776573917,1
-1594939.76570417,-456979.869588296,1
-1595840.0496529,-456080.043914725,1
-1595840.100415,-455180.078767693,1
-1597190.09085942,-452929.77467029,1
-1597189.45191527,-451579.695780586,1
-1598539.78929396,-448879.504918024,1
-1599889.79342251,-447079.594435742,1
-1600789.63982756,-445730.196185044,1
-1601690.1458431,-443479.734095501,1
-1603040.27544463,-439429.857591495,1
-1604389.65994679,-436729.824097743,1
-1604389.69555443,-435829.990105848,1
-1603939.68219873,-435379.808308615,1
-1603940.017646,-434479.739001426,1
-1603489.76824213,-434029.59827273,1
-1603490.09031665,-433579.644425615,1
-1598990.19368692,-429079.865733659,1
-1597189.41348679,-428874.416942373,1
-1596523.96447569,-428611.403930086,1
-1593262.92192799,-426544.323624747,1
-1592239.99989195,-425929.597504939,1
-1590181.16839137,-424475.241605003,1
-1589582.72853566,-423981.952213817,1
-1589089.52077832,-423679.531691484,1
-1586839.73023304,-421429.79288289,1
-1585939.88726299,-420979.666707933,1
-1584139.61960368,-419179.759627171,1
-1582340.30515781,-413779.889313675,1
-1580989.62436926,-411529.842213341,1
-1580089.55123135,-409279.654477178,1
-1579190.05490822,-408379.844498765,1
-1578739.94366521,-406579.982776859,1
-1578289.4628132,-406129.627221824,1
-1575610.30066226,-398989.76295798,1
-1575194.76717385,-398262.091560322,1
-1574425.09849804,-397194.594450852,1
-1573985.8182687,-396817.607710465,1
-1573312.10099709,-395625.416924945,1
